Keyword,Count,Ratio
evorwegl,2,0.0000
duy_đâu,2,0.0000
=shi,2,0.0000
thuymetraihetkiep,2,0.0000
bằnggg,2,0.0000
mụi,2,0.0000
sen,2,0.0000
pepho,2,0.0000
=shu,2,0.0000
nguyentructien,2,0.0000
nguyên=,2,0.0000
dự,2,0.0000
có_hà,2,0.0000
ạkkk,2,0.0000
moonnhoong,2,0.0000
_văn,2,0.0000
đạ,2,0.0000
_ân,2,0.0000
jūn,2,0.0000
thoại,2,0.0000
sungayme,2,0.0000
0306,2,0.0000
quyphong,2,0.0000
pe,2,0.0000
201054,2,0.0000
30048,2,0.0000
lê_văn,2,0.0000
trinh.vy.thư.thảo.my.hương.ly.,2,0.0000
kiratamaki,2,0.0000
wowwvideo,2,0.0000
vệ_sinh,2,0.0000
đặng_ik,2,0.0000
ngocquy,2,0.0000
1909,2,0.0000
quyết,2,0.0000
mm.ckphong,2,0.0000
yess,2,0.0000
chủ_nhiệm,2,0.0000
niipaytuongtac,2,0.0000
1610,2,0.0000
namle,2,0.0000
802,2,0.0000
id,2,0.0000
555276448,2,0.0000
kimoanhnguyen,2,0.0000
quân=jũn,2,0.0000
hân_kiều,2,0.0000
tươi,2,0.0000
phũ,2,0.0000
85,2,0.0000
vyđi,2,0.0000
oanh=,2,0.0000
hix,2,0.0000
cae,2,0.0000
sudangdihoc,2,0.0000
p.h.ú.c,2,0.0000
yeulinh,2,0.0000
3000000,2,0.0000
diamond,2,0.0000
sóc️,2,0.0000
ơn️,2,0.0000
thubeo,2,0.0000
nam=,2,0.0000
thảo=thọ,2,0.0000
hiến,2,0.0000
yual,2,0.0000
dangkhoamtb,2,0.0000
782011,2,0.0000
2504,2,0.0000
qt,2,0.0000
thutran,2,0.0000
69103,2,0.0000
=yì,2,0.0000
êy,2,0.0000
dict,2,0.0000
hanzii,2,0.0000
vip,2,0.0000
stroke,2,0.0000
thể,2,0.0000
tiện,2,0.0000
naoh,2,0.0000
meo,2,0.0000
giatuong,2,0.0000
lphuong,2,0.0000
từ_điển,2,0.0000
có_thể_tra,2,0.0000
ngữ_pháp,2,0.0000
lag,2,0.0000
pặc,2,0.0000
huu,2,0.0000
71,2,0.0000
triều,2,0.0000
06,2,0.0000
tẩu,2,0.0000
tg,2,0.0000
lẻng,2,0.0000
sử,2,0.0000
lảy,2,0.0000
1005,2,0.0000
trả_giá,2,0.0000
heo,2,0.0000
hướng_nội,2,0.0000
wpoppy,2,0.0000
tuyethong,2,0.0000
퓣퓱.퓗퓾픂ề퓷,2,0.0000
phuonguyen,2,0.0000
139,2,0.0000
colette,2,0.0000
eilish,2,0.0000
treelee,2,0.0000
tuổi_thọ,2,0.0000
vkl,2,0.0000
rằng,2,0.0000
thực_sự,2,0.0000
cảm_xúc,2,0.0000
rời,2,0.0000
từ_chối,2,0.0000
khéo,2,0.0000
căn_bản,2,0.0000
um,2,0.0000
xảy,2,0.0000
mqh,2,0.0000
hờ_hững,2,0.0000
hòng,2,0.0000
sảy,2,0.0000
ctrai,2,0.0000
hết_lòng,2,0.0000
hối_tiếc,2,0.0000
giống_hệt,2,0.0000
hp,2,0.0000
hiu,2,0.0000
khổ_sở,2,0.0000
chật_vật,2,0.0000
ngất,2,0.0000
ll,2,0.0000
block,2,0.0000
tỏ_vẻ,2,0.0000
clg,2,0.0000
chứphí,2,0.0000
quãng,2,0.0000
tgian,2,0.0000
7p,2,0.0000
giữ,2,0.0000
3p,2,0.0000
xuất_sắc,2,0.0000
chử,2,0.0000
tợ,2,0.0000
xūyào,2,0.0000
cô_giang,2,0.0000
trị,2,0.0000
lặng_lẽ,2,0.0000
ngphuonglinh,2,0.0000
2695,2,0.0000
mỗi_tội,2,0.0000
@_kiều_loan,2,0.0000
nóitieng,2,0.0000
nếu_như,2,0.0000
ngoại_ngữ,2,0.0000
ρꫝươꪀᧁ,2,0.0000
ꪜăꪀ,2,0.0000
kí,2,0.0000
giào,2,0.0000
eee,2,0.0000
cực_kỳ,2,0.0000
quen_thuộc,2,0.0000
mê_mẩn,2,0.0000
tanh,2,0.0000
"2,3",2,0.0000
càu,2,0.0000
hanoi,2,0.0000
rat,2,0.0000
nấm,2,0.0000
lùn,2,0.0000
cmm,2,0.0000
pháo_binh,2,0.0000
callmerosy,2,0.0000
chưx,2,0.0000
dollie,2,0.0000
suy_nghĩ,2,0.0000
hk2,2,0.0000
pháo,2,0.0000
trở_nên,2,0.0000
nhân_tính,2,0.0000
bún_bò,2,0.0000
bún_chả,2,0.0000
mắm,2,0.0000
thịt,2,0.0000
nướng,2,0.0000
nước_tương,2,0.0000
nhiều,2,0.0000
biết,2,0.0000
hệ_quả,2,0.0000
vô_vị,2,0.0000
hịp,2,0.0000
nghĩ_lại,2,0.0000
giấu,2,0.0000
yào,2,0.0000
choà,2,0.0000
sg,2,0.0000
chaussia,2,0.0000
buyaoo,2,0.0000
vội_vàng,2,0.0000
editor,2,0.0000
rành_mạch,2,0.0000
biểu_cảm,2,0.0000
=》ko,2,0.0000
mểy,2,0.0000
mễn,2,0.0000
tủm.k,2,0.0000
bubuoi,2,0.0000
tận,2,0.0000
yàoooo,2,0.0000
ume,2,0.0000
sương=,2,0.0000
lãy,2,0.0000
fenhii,2,0.0000
yě,2,0.0000
yīyàng,2,0.0000
yěshì,2,0.0000
butủng,2,0.0000
mẩm,2,0.0000
văn_tài,2,0.0000
hớt,2,0.0000
sk2,2,0.0000
thuu,2,0.0000
miếc,2,0.0000
lưuhoàngtuyếtphụng,2,0.0000
bjt,2,0.0000
230208,2,0.0000
ngân_hàng,2,0.0000
haanh,2,0.0000
pii,2,0.0000
nhauu,2,0.0000
phát_hiện,2,0.0000
logo,2,0.0000
giong,2,0.0000
—không,2,0.0000
khổng,2,0.0000
yan,2,0.0000
mĩ,2,0.0000
18+,2,0.0000
ngò,2,0.0000
instagram,2,0.0000
xing,2,0.0000
hệ_thống,2,0.0000
sài,2,0.0000
zalo,2,0.0000
biểu_đạt,2,0.0000
phiền_phức,2,0.0000
chéch,1,0.0000
jingchá,1,0.0000
cạy,1,0.0000
gãy,1,0.0000
chậu,1,0.0000
vật,1,0.0000
lòng_chảo,1,0.0000
chouliesratthanthien,1,0.0000
chẫ,1,0.0000
lê_dụng,1,0.0000
huynhcuc,1,0.0000
1393,1,0.0000
lumtala,1,0.0000
giôbgs,1,0.0000
mewshop,1,0.0000
260307,1,0.0000
moons,1,0.0000
22022000,1,0.0000
27.5,1,0.0000
110994,1,0.0000
myhangtruong,1,0.0000
phamlanoanh,1,0.0000
baongoc,1,0.0000
toyyy,1,0.0000
bbi,1,0.0000
bè,1,0.0000
ểy,1,0.0000
đầu,1,0.0000
160593,1,0.0000
luan,1,0.0000
kìaaaa,1,0.0000
dĩnh,1,0.0000
tử,1,0.0000
lộ,1,0.0000
avt,1,0.0000
khói_sương,1,0.0000
dumplings,1,0.0000
1105,1,0.0000
r1se,1,0.0000
family,1,0.0000
tien,1,0.0000
đứng_số,1,0.0000
uyentrang,1,0.0000
492009,1,0.0000
đặng_vy,1,0.0000
cấp_cứu,1,0.0000
mạy,1,0.0000
666000,1,0.0000
annyewqianxi,1,0.0000
nganha,1,0.0000
398,1,0.0000
đĩnh,1,0.0000
levandat,1,0.0000
phuongrathien,1,0.0000
minsu,1,0.0000
hách,1,0.0000
tfboy,1,0.0000
iamjen,1,0.0000
ổng.đầu,1,0.0000
luo,1,0.0000
yunxi,1,0.0000
nguoichshefa,1,0.0000
2601209,1,0.0000
vyvy,1,0.0000
241001,1,0.0000
phuongly,1,0.0000
962,1,0.0000
kzycutenee,1,0.0000
6789012,1,0.0000
zbhdflh,1,0.0000
yhqz,1,0.0000
bbaybyhyn,1,0.0000
p,1,0.0000
nd,1,0.0000
2152926699,1,0.0000
arian,1,0.0000
zou,1,0.0000
huii,1,0.0000
kimsoony,1,0.0000
thoyy,1,0.0000
baochauu,1,0.0000
út,1,0.0000
chẻ,1,0.0000
tttt,1,0.0000
0415,1,0.0000
ft,1,0.0000
070106,1,0.0000
kiêu,1,0.0000
@que.lam.nha17,1,0.0000
0123456789,1,0.0000
sukem,1,0.0000
ntnt,1,0.0000
yewcaccau,1,0.0000
trồngggg,1,0.0000
yew,1,0.0000
nhuận,1,0.0000
đặng_kan,1,0.0000
đảm,1,0.0000
kang,1,0.0000
luấn,1,0.0000
ngl,1,0.0000
hạc,1,0.0000
thới,1,0.0000
mog,1,0.0000
t2,1,0.0000
nhom,1,0.0000
trongg,1,0.0000
nghiên,1,0.0000
đặng_siêu_nguyên,1,0.0000
jangmi,1,0.0000
227,1,0.0000
948,1,0.0000
️chị,1,0.0000
nhiệt,1,0.0000
chồng,1,0.0000
áaaa,1,0.0000
toànnnn,1,0.0000
traidepp,1,0.0000
luânnnnnnnnnnnnnnnnn,1,0.0000
toiiiiiiiiiiiiiiiii,1,0.0000
linhwanwan,1,0.0000
vường_nguyên,1,0.0000
vyyyy,1,0.0000
cđ,1,0.0000
cv,1,0.0000
ổn_định,1,0.0000
thinhnguyen,1,0.0000
190627,1,0.0000
ưiiiiii,1,0.0000
oiiiiiiii,1,0.0000
nữaaaaaaaa,1,0.0000
dướng,1,0.0000
giành,1,0.0000
bbixinggaii,1,0.0000
21406,1,0.0000
khâm,1,0.0000
idoi,1,0.0000
đánh_vần,1,0.0000
minhd,1,0.0000
ập,1,0.0000
lin,1,0.0000
eo_ôi,1,0.0000
gia_nhân,1,0.0000
ưiiii,1,0.0000
shmily,1,0.0000
smm,1,0.0000
chịii,1,0.0000
awww,1,0.0000
xễu,1,0.0000
kiếp,1,0.0000
awwwww,1,0.0000
elfin16,1,0.0000
31224797681,1,0.0000
nghiệp,1,0.0000
thuyvy,1,0.0000
zaii,1,0.0000
ghe,1,0.0000
p3,1,0.0000
giq,1,0.0000
luânn,1,0.0000
louyunxi,1,0.0000
nhất,1,0.0000
yah,1,0.0000
33333,1,0.0000
keai,1,0.0000
cap,1,0.0000
24.08,1,0.0000
hangcuc,1,0.0000
52232,1,0.0000
lụm,1,0.0000
sửa,1,0.0000
mơ=,1,0.0000
sá,1,0.0000
08092,1,0.0000
giòng,1,0.0000
chéo,1,0.0000
sân,1,0.0000
vổ,1,0.0000
gui,1,0.0000
nanami,1,0.0000
vẽ,1,0.0000
sự_thật,1,0.0000
đốn,1,0.0000
liweitian,1,0.0000
95,1,0.0000
vsf,1,0.0000
gộp,1,0.0000
oy,1,0.0000
bìa,1,0.0000
jayna,1,0.0000
7189,1,0.0000
bī,1,0.0000
giò,1,0.0000
làng,1,0.0000
nhóc,1,0.0000
ngán,1,0.0000
31004153313,1,0.0000
chĩ,1,0.0000
jĩ,1,0.0000
bities,1,0.0000
chuongga,1,0.0000
thàh,1,0.0000
tranthuylinh,1,0.0000
8820,1,0.0000
cngx,1,0.0000
wocao,1,0.0000
n5,1,0.0000
quen_quen,1,0.0000
tiếng_lóng,1,0.0000
bp,1,0.0000
88172,1,0.0000
đói,1,0.0000
thanhmai,1,0.0000
bối_rối,1,0.0000
thâtn,1,0.0000
hovj,1,0.0000
đấu,1,0.0000
hỉm,1,0.0000
uẩn,1,0.0000
tai_hại,1,0.0000
wèn,1,0.0000
cơm,1,0.0000
lucas,1,0.0000
keep,1,0.0000
bạn.chịu,1,0.0000
cụ_già,1,0.0000
혾홃ù혼,1,0.0000
chứng_chỉ,1,0.0000
bào,1,0.0000
atu,1,0.0000
anhlun,1,0.0000
13323,1,0.0000
le.trankhanhvan,1,0.0000
anhtuyet,1,0.0000
02102,1,0.0000
wuangyuan,1,0.0000
28008,1,0.0000
tưởng_bở,1,0.0000
hiể,1,0.0000
m@dralysa,1,0.0000
006,1,0.0000
gke,1,0.0000
quynhhppham,1,0.0000
minhming,1,0.0000
nhihello,1,0.0000
140307,1,0.0000
hoangnganbae,1,0.0000
quynhpaw,1,0.0000
chou,1,0.0000
1202,1,0.0000
@thu.ha.0107,1,0.0000
chếc,1,0.0000
huyenchang,1,0.0000
chitungg,1,0.0000
oaaa,1,0.0000
linhbuibui,1,0.0000
vananhnene,1,0.0000
panh,1,0.0000
tuannguyen,1,0.0000
8447,1,0.0000
linhkhanh,1,0.0000
2468,1,0.0000
phuongnhu,1,0.0000
hoangsoo,1,0.0000
iamcams,1,0.0000
269,1,0.0000
thanhcute,1,0.0000
083,1,0.0000
19122005,1,0.0000
dyixsw,1,0.0000
njoac,1,0.0000
giaaduong,1,0.0000
0301,1,0.0000
beolun,1,0.0000
cobonla,1,0.0000
208,1,0.0000
thuy,1,0.0000
08102005,1,0.0000
tinnnnnn,1,0.0000
d.agnes,1,0.0000
xoaichua,1,0.0000
2210,1,0.0000
suundethuong,1,0.0000
0807,1,0.0000
yuzhu,1,0.0000
wen3,1,0.0000
háo,1,0.0000
lạ2,1,0.0000
chamingu,1,0.0000
lenhyee,1,0.0000
ngaaa,1,0.0000
vô_lý,1,0.0000
covid,1,0.0000
lây_lan,1,0.0000
quần_áo,1,0.0000
đồ_dùng,1,0.0000
những_ai,1,0.0000
điềm,1,0.0000
chục,1,0.0000
lê_với,1,0.0000
dà,1,0.0000
đằng,1,0.0000
tạng,1,0.0000
cno,1,0.0000
chúng_nó,1,0.0000
kiêng_kị,1,0.0000
nói_gì_thì_nói,1,0.0000
thờ,1,0.0000
thiêng,1,0.0000
tặng,1,0.0000
đồng,1,0.0000
cổ_hủ,1,0.0000
vớ_va_vớ_vẩn,1,0.0000
bẻo,1,0.0000
giay,1,0.0000
b.trai,1,0.0000
hồ.tặng,1,0.0000
bthg,1,0.0000
ám_chỉ,1,0.0000
xừng,1,0.0000
nón_bảo_hiểm,1,0.0000
wetchat,1,0.0000
vch,1,0.0000
lè,1,0.0000
zhòng,1,0.0000
sinh_nhật,1,0.0000
vẩn.biết,1,0.0000
thưa_thốt,1,0.0000
kỹ,1,0.0000
giá_trị,1,0.0000
lia_lịa,1,0.0000
chuông,1,0.0000
mét,1,0.0000
nghe_nói,1,0.0000
internet,1,0.0000
ki,1,0.0000
mạ,1,0.0000
fake,1,0.0000
kỉ_niệm,1,0.0000
quýt,1,0.0000
ngoại_tình,1,0.0000
nịt,1,0.0000
=€=dịch,1,0.0000
éo.sao,1,0.0000
hutlot,1,0.0000
ời_ời,1,0.0000
thế_thì,1,0.0000
cúng,1,0.0000
vất,1,0.0000
haiz,1,0.0000
nghèo,1,0.0000
bbr,1,0.0000
con_cái,1,0.0000
đồ_là,1,0.0000
bó,1,0.0000
fai,1,0.0000
hoa_màu,1,0.0000
（bi,1,0.0000
đây.ko,1,0.0000
đập,1,0.0000
moé,1,0.0000
luc,1,0.0000
truoc,1,0.0000
bạc_tình,1,0.0000
bội,1,0.0000
phụ_bạc,1,0.0000
như_thường,1,0.0000
200906,1,0.0000
anhdao,1,0.0000
thinruby,1,0.0000
7988,1,0.0000
locthai,1,0.0000
hpjc,1,0.0000
tranthaomy,1,0.0000
011203,1,0.0000
thaotaotau,1,0.0000
90,1,0.0000
nghine,1,0.0000
1606,1,0.0000
xanh=,1,0.0000
249005,1,0.0000
kimanh,1,0.0000
4672,1,0.0000
0312,1,0.0000
yomi,1,0.0000
2412,1,0.0000
ruanyuzhuang,1,0.0000
wangxiaobxg,1,0.0000
051008,1,0.0000
toangoat,1,0.0000
yeonjin,1,0.0000
1018,1,0.0000
prcdollie,1,0.0000
kinh_doanh,1,0.0000
lũ,1,0.0000
couple,1,0.0000
cố_tình,1,0.0000
giày_dép,1,0.0000
đắt,1,0.0000
lột,1,0.0000
mằn,1,0.0000
đội,1,0.0000
nen,1,0.0000
qtam,1,0.0000
gìay,1,0.0000
dky,1,0.0000
càng_ngày_càng,1,0.0000
tsuy,1,0.0000
gồng,1,0.0000
fảo,1,0.0000
khám,1,0.0000
qu,1,0.0000
rễ,1,0.0000
song_nguyễn,1,0.0000
stellasieunhanvang,1,0.0000
khathi,1,0.0000
111111,1,0.0000
tế,1,0.0000
nhii,1,0.0000
stt,1,0.0000
pc_hùng,1,0.0000
468,1,0.0000
pǎo,1,0.0000
qùa,1,0.0000
qì,1,0.0000
ben..khoai,1,0.0000
tẻn,1,0.0000
pǎoguòqù,1,0.0000
cú,1,0.0000
binh,1,0.0000
chẩu,1,0.0000
hsy,1,0.0000
rỏ,1,0.0000
đun,1,0.0000
phào,1,0.0000
suý,1,0.0000
fantastic,1,0.0000
job,1,0.0000
youtobe,1,0.0000
nhật_bản,1,0.0000
tiếng_địa_phương,1,0.0000
oppo,1,0.0000
a3s,1,0.0000
hmong,1,0.0000
rét,1,0.0000
ờm,1,0.0000
16706,1,0.0000
linda,1,0.0000
0998,1,0.0000
yuri,1,0.0000
ngựa,1,0.0000
@piik.....sau,1,0.0000
huenguyen,1,0.0000
100605,1,0.0000
nguyendung,1,0.0000
150585,1,0.0000
tcc0722so,1,0.0000
khongphaikhwh,1,0.0000
nhiey,1,0.0000
zing,1,0.0000
mp3,1,0.0000
tpho,1,0.0000
zingmp3,1,0.0000
zhifubao,1,0.0000
weixin,1,0.0000
use,1,0.0000
made,1,0.0000
country,1,0.0000
youtube=b,1,0.0000
youtubeb，,1,0.0000
cấm_vận,1,0.0000
blued,1,0.0000
app，app，,1,0.0000
sao..bi,1,0.0000
saobi,1,0.0000
momomomo,1,0.0000
twitter,1,0.0000
fire,1,0.0000
，，zalo,1,0.0000
anhai,1,0.0000
8889,1,0.0000
don,1,0.0000
now,1,0.0000
vietnam,1,0.0000
gờ,1,0.0000
sản_xuất,1,0.0000
nuôi,1,0.0000
vì：,1,0.0000
thành_phố,1,0.0000
diên,1,0.0000
tiếng_anh,1,0.0000
zhishi,1,0.0000
yinwei,1,0.0000
zhongwen,1,0.0000
khung_cảnh,1,0.0000
belike,1,0.0000
ăm,1,0.0000
đồ_trung,1,0.0000
tmt,1,0.0000
excited,1,0.0000
lạc_dương,1,0.0000
nha_lại,1,0.0000
một_ít,1,0.0000
chỉ,1,0.0000
dương.ny,1,0.0000
ngừoi,1,0.0000
mệt_mỏi,1,0.0000
bằg,1,0.0000
đồ,1,0.0000
của_trung,1,0.0000
lịch_trung,1,0.0000
dâu_trung,1,0.0000
bển,1,0.0000
túp,1,0.0000
lém,1,0.0000
yin,1,0.0000
sheng,1,0.0000
huo,1,0.0000
rồi.như,1,0.0000
mẹ_con,1,0.0000
nghệ_thuật,1,0.0000
thượng_hải,1,0.0000
vig,1,0.0000
cội_nguồn,1,0.0000
xklđ,1,0.0000
v️,1,0.0000
nhắm_mắt,1,0.0000
mõi,1,0.0000
moto,1,0.0000
khám_phá,1,0.0000
thjx,1,0.0000
lưng,1,0.0000
quan_điểm,1,0.0000
tay_sai,1,0.0000
bon,1,0.0000
khua,1,0.0000
quyến,1,0.0000
vì_vậy,1,0.0000
bẻn,1,0.0000
kiếm_xèng,1,0.0000
lịch,1,0.0000
nước,1,0.0000
đú,1,0.0000
anh_chàng,1,0.0000
trung️,1,0.0000
sag,1,0.0000
trung...mk,1,0.0000
con_người_trung,1,0.0000
thoải_mái,1,0.0000
khách_trung,1,0.0000
tâm_tư,1,0.0000
myuyen,1,0.0000
của_trung,1,0.0000
ăn_ở_trung,1,0.0000
oa,1,0.0000
hâm_mộ,1,0.0000
phonh,1,0.0000
loveface,1,0.0000
quốc_dân,1,0.0000
diệc,1,0.0000
phàm,1,0.0000
giác,1,0.0000
tố,1,0.0000
tuế,1,0.0000
nãi,1,0.0000
đống,1,0.0000
làm_ơn,1,0.0000
thần_vũ,1,0.0000
vtk,1,0.0000
đyy,1,0.0000
chiếnnnn,1,0.0000
tfboysss️,1,0.0000
nhiep,1,0.0000
vien,1,0.0000
ahhhhh,1,0.0000
camp,1,0.0000
nhùi,1,0.0000
chút_ít,1,0.0000
đấy。,1,0.0000
húc,1,0.0000
sói,1,0.0000
luonnn,1,0.0000
trịnh,1,0.0000
nghiệp,1,0.0000
thành,1,0.0000
nguyễn_ngọc,1,0.0000
caaaaaaa,1,0.0000
vực,1,0.0000
chồngg,1,0.0000
nhât,1,0.0000
sai_nha,1,0.0000
zhàn,1,0.0000
yibó,1,0.0000
cánh_tay,1,0.0000
mochini,1,0.0000
tytyniki,1,0.0000
chienbac,1,0.0000
510,1,0.0000
trác,1,0.0000
kiện,1,0.0000
xeo,1,0.0000
tràn,1,0.0000
nữ_thần,1,0.0000
tân_hạo,1,0.0000
chieu,1,0.0000
êu,1,0.0000
nối_tiếp,1,0.0000
khải️️vương,1,0.0000
nguên,1,0.0000
️️dịch,1,0.0000
tỷ️️,1,0.0000
lọt,1,0.0000
đây️️,1,0.0000
lý,1,0.0000
hoành,1,0.0000
nghị,1,0.0000
x-nine,1,0.0000
vnb,1,0.0000
uniq,1,0.0000
vô_tâm,1,0.0000
cỏ,1,0.0000
vô_hình,1,0.0000
anh_em,1,0.0000
tiếg,1,0.0000
oie,1,0.0000
híhí,1,0.0000
tự_hào,1,0.0000
nằm_lòng,1,0.0000
u_mê,1,0.0000
hàng_thành,1,0.0000
cửu,1,0.0000
ròii,1,0.0000
hiện_nay,1,0.0000
nine,1,0.0000
percent,1,0.0000
share,1,0.0000
tuấn,1,0.0000
khải,1,0.0000
tỉ,1,0.0000
munzii,1,0.0000
tyy,1,0.0000
karrytbg,1,0.0000
đặng_thị,1,0.0000
ặwww,1,0.0000
cả,1,0.0000
userfs,1,0.0000
osy0b4c,1,0.0000
169,1,0.0000
172,1,0.0000
180110,1,0.0000
181206,1,0.0000
1862013,1,0.0000
nhắm,1,0.0000
chày,1,0.0000
bất_ổn,1,0.0000
vải,1,0.0000
kỳ_diệu,1,0.0000
quở,1,0.0000
hẩn,1,0.0000
chịu=,1,0.0000
đuôi,1,0.0000
gả,1,0.0000
à=,1,0.0000
nói_riêng,1,0.0000
nchuyen,1,0.0000
chẳng_hạn,1,0.0000
giado,1,0.0000
cứa,1,0.0000
rv,1,0.0000
làm_quen,1,0.0000
dép,1,0.0000
gắn,1,0.0000
trả_bài,1,0.0000
khoai_tây,1,0.0000
halou,1,0.0000
nihao,1,0.0000
nuớc,1,0.0000
lãng_xẹt,1,0.0000
rất_chi_là,1,0.0000
công_nghiệp,1,0.0000
wey,1,0.0000
tâm_lý,1,0.0000
nv,1,0.0000
fine,1,0.0000
khg,1,0.0000
kip,1,0.0000
khão,1,0.0000
trinh️,1,0.0000
cừi,1,0.0000
ngocc,1,0.0000
linhh,1,0.0000
babiwdl,1,0.0000
1666,1,0.0000
eiii,1,0.0000
nttm,1,0.0000
khánh,1,0.0000
sos,1,0.0000
huyenthuong,1,0.0000
khanhlyy,1,0.0000
1901,1,0.0000
phankhánhhuyền,1,0.0000
trinhduc,1,0.0000
đặng_dung,1,0.0000
thúiii,1,0.0000
@_minh,1,0.0000
lynhne,1,0.0000
pwn,1,0.0000
zhenzhenzhen,1,0.0000
nguyenngoc,1,0.0000
yajima,1,0.0000
iamhaeun,1,0.0000
zii,1,0.0000
jungkookie,1,0.0000
truly,1,0.0000
@13th05.kt,1,0.0000
vợiu,1,0.0000
706753727243,1,0.0000
tiam,1,0.0000
ngocvy,1,0.0000
trang_nguyễn,1,0.0000
nắng,1,0.0000
pn.tom,1,0.0000
ary_nguyễn,1,0.0000
bùi,1,0.0000
01510,1,0.0000
bangyeon,1,0.0000
mapiucuabin,1,0.0000
ôn,1,0.0000
thoai,1,0.0000
ngochan,1,0.0000
army,1,0.0000
chi️,1,0.0000
dưa_leo,1,0.0000
ký_ức,1,0.0000
ùa,1,0.0000
tiền_đình,1,0.0000
khanhngoc,1,0.0000
18112012,1,0.0000
tduong,1,0.0000
cii,1,0.0000
bắn,1,0.0000
ráp,1,0.0000
my️,1,0.0000
vòng,1,0.0000
userbr,1,0.0000
cy0zted,1,0.0000
people,1,0.0000
are,1,0.0000
overseas,1,0.0000
make,1,0.0000
vietnamese,1,0.0000
friends,1,0.0000
đùng,1,0.0000
sừn,1,0.0000
xem...kkk,1,0.0000
đặc,1,0.0000
hươngg,1,0.0000
nthuys,1,0.0000
huyền_học,1,0.0000
khoẻ,1,0.0000
phẻ,1,0.0000
bằng_lòng,1,0.0000
đít,1,0.0000
hù,1,0.0000
1trời,1,0.0000
1vực,1,0.0000
qanhdanghoc,1,0.0000
lananhh,1,0.0000
0802,1,0.0000
trổ_tài,1,0.0000
yicông,1,0.0000
tienyentravel,1,0.0000
nguyễn_vinh,1,0.0000
2câu,1,0.0000
989,1,0.0000
lovely,1,0.0000
0487,1,0.0000
，số,1,0.0000
tổ_chức,1,0.0000
14/2,1,0.0000
chuyển_khoản,1,0.0000
201.314,1,0.0000
236,1,0.0000
3115,1,0.0000
lì_xì,1,0.0000
8600,1,0.0000
20853,1,0.0000
25923,1,0.0000
311222,1,0.0000
29488,1,0.0000
kiến,1,0.0000
chung_tình,1,0.0000
513,1,0.0000
0143,1,0.0000
404,1,0.0000
5630,1,0.0000
120895,1,0.0000
31607,1,0.0000
504,1,0.0000
162206,1,0.0000
5843,1,0.0000
332,1,0.0000
pinjin,1,0.0000
nho,1,0.0000
yige,1,0.0000
qqqqqqqq,1,0.0000
833,1,0.0000
folou,1,0.0000
sô,1,0.0000
taxi,1,0.0000
mình,1,0.0000
thích,1,0.0000
nhạc,1,0.0000
nữ,1,0.0000
a.nha,1,0.0000
mấy,1,0.0000
cuốn,1,0.0000
sánh,1,0.0000
120,1,0.0000
5730,1,0.0000
lê_chí,1,0.0000
waduhh,1,0.0000
nyasar,1,0.0000
gue,1,0.0000
201314,1,0.0000
：si,1,0.0000
857857,1,0.0000
83721,1,0.0000
xiăng,1,0.0000
1748,1,0.0000
tan_vỡ,1,0.0000
541882,1,0.0000
của_anh,1,0.0000
2525,1,0.0000
1325,1,0.0000
875,1,0.0000
0805,1,0.0000
30678,1,0.0000
dkm,1,0.0000
trk,1,0.0000
lưu_danh,1,0.0000
ngkh,1,0.0000
dấugiờ,1,0.0000
025,1,0.0000
9249,1,0.0000
818631,1,0.0000
8186,1,0.0000
keo,1,0.0000
dán,1,0.0000
6666,1,0.0000
học_hành,1,0.0000
hu_hu,1,0.0000
hẹn,1,0.0000
kết,1,0.0000
678,1,0.0000
5277,1,0.0000
361,1,0.0000
9420,1,0.0000
shk️,1,0.0000
s7,1,0.0000
593,1,0.0000
thương_tâm,1,0.0000
383833,1,0.0000
486,1,0.0000
kéo,1,0.0000
búa,1,0.0000
20184tr,1,0.0000
qiong,1,0.0000
2578,1,0.0000
hhaaa,1,0.0000
funny,1,0.0000
but,1,0.0000
thailand,1,0.0000
hahaaa,1,0.0000
tm，,1,0.0000
vé,1,0.0000
wuhan,1,0.0000
5846,1,0.0000
nancy,1,0.0000
428,1,0.0000
vyginia,1,0.0000
woaini,1,0.0000
justin,1,0.0000
npc,1,0.0000
19.04.1998,1,0.0000
maria,1,0.0000
shum,1,0.0000
kiyo,1,0.0000
28/11,1,0.0000
14/11,1,0.0000
+19/11,1,0.0000
ivy,1,0.0000
wwx,1,0.0000
cxj,1,0.0000
viona,1,0.0000
xying,1,0.0000
linxin,1,0.0000
vanbo,1,0.0000
zùi,1,0.0000
ste,1,0.0000
han,1,0.0000
0914,1,0.0000
dieter,1,0.0000
zheng,1,0.0000
want,1,0.0000
108,1,0.0000
20901,1,0.0000
305,1,0.0000
lann,1,0.0000
anhh,1,0.0000
nguyễnthanhka,1,0.0000
@tiffany..tang,1,0.0000
yy,1,0.0000
400,1,0.0000
loix,1,0.0000
quynhem,1,0.0000
9797,1,0.0000
liyin,1,0.0000
tzuuxian,1,0.0000
sherlyn,1,0.0000
5446,1,0.0000
31275606033,1,0.0000
958541704,1,0.0000
csx,1,0.0000
hisunne,1,0.0000
sanq,1,0.0000
194,1,0.0000
bap,1,0.0000
khánh_duy,1,0.0000
joker,1,0.0000
jtx,1,0.0000
mèo,1,0.0000
tran7779,1,0.0000
ღ๖ۣۜmυĭ,1,0.0000
